,userName,score,clean_review,label
233,Fitri Manurung,5,aku suka banget sama aplikasinya pokoknya hebatlah dari segi berbagai barang yang lengkap semua kebutuhan aku ada disana cara bayarnya dan harganya pun terjangkau bangett dan tidak ketinggalan juga pengirimannya yang cepat pokoknya paslah sama aku the best,1
234,Rosyana Rahayu,5,mumpung sekarang lagi sering wfh sering banget belanja di astro karena kualitas barangnya yang bagus semua dan fresh pastinya pembayarannya juga mudah dan pengirimannya super cepat,1
235,Rumondang Tambunan,5,aku suka astro groceries ini karena untuk pengiriman belanjanya cuman menit belum lagi harga produknya yang kompetitif wah pokoknya membantu aku banget dalam belanja kebutuhan makan minum,1
236,Mugiwara _,5,aplikasi yg sangat membantu untuk seorang irt sekaligus pekerja karna pengiriman dan pelayanan cepat pembayarannya pun sangat mudah kategorinya lengkap dan barangnya segar sering ada promo aplikasinya nggak lelet atau lemot juga love poll pokoknya,1
237,Meike Marissa,5,bintang lima deh buat aplikasi astro belanja jadi lebih mudah udah gitu pengirimannya cepat dan banyak pilihannya juga bikin belanja nggak ribet tanpa harus keluar rumah aplikasi ini rekomen banget buat siihh,1
238,Sindy Alriyanti,5,sangat memudahkan dalam urusan belanja jadi ga perlu repot pergi ke pasar ga nyampe menit barang udah nyampe dianterin langsung ke depan rumah semua buah dan sayur yang dikirim selalu dalam keadaan segar juga ada estimasi expired date nya suka ada promo juga harga sangat bersaing sama harga pasar,1
239,Nurul Cahya Ningsih Syuria,5,sangat lengkap apapun yang dibutuhkan irt ada dari makanan sampai obatan skincare dll pun ada pelayanannya cepat dan proses pengirimannya cepat gk perlu nunggu wktu lama dan pilihan untuk pembayarannya banyak jadi gk pusing harus mikirin biaya admin krna beda bank,1
240,Rifka Sitohang,5,pertama kali mau download aplikasi astro gara rekomendasi dari temen katanya bagus banget pas aku cobain ternyata emg bener daftarnya juga gak ribet produknya juga lengkap pengiriman belanjaannya juga cuma menit doang jadi enak banget buat mempermudah pembelajaan kebutuhan makanan dan minuman buat konsumsi dirumah ku,1
241,Ridho Roma,5,sejak ada aplikasi ini kebiasaan yg sering belanja di luar jadi berganti jadi belanja dari rumah bener mempermudah hidup banget karena bisa lebih hemat tenaga dan waktu buat belanja,1
242,Rakes Allatif,5,aplikasi astro ini ngebantu banget buat kaum rebahan yang pingin belanja tapi males keluar karena di aplikasi ini tuh pilihan produknya banyak dan lengkap banget harga produknya pun lumayan kompetitif puas banget pokoknya belanja di aplikasi astro,1
243,Dwi Palembang,5,ini aplikasi bagus banget dan teroercaya bisa belanja sesuai dengan kebutuhan sehari hari kita dimana proses pembayaran mudah tidak ribet murah meriah dan pastinya pengiriman cepat no tunda ataupun ribet,1
244,Titiast 1918,5,pengiriman dan pelayanan nya cepet bgt keadaan balanjaan yg seger dan lengkap untuk pembayarannya mudah karna bisa pakai ewallet harganya juga masih kompetitif,1
245,Paulana Pau,1,app jelek amat ga bs cancel orderan alamat ga bs berubah sesuai titik lokasi apa fungsinya nyalain lokasi kalau ujung nya alamatnya yg tercantum dipesanan itu yg trakhir dipake cs nya pun di chat ga ad jawaban buat apa ada tombol chat dgn cs apus aj itu tombol ga guna,0
246,Sonia Fitri,5,aplikasinya mempermudah banget buat belanja pilihan produk banyak dan lengkap banget yang paling aku suka sih pelayanannya cepat sat set sat set ga perlu waktu lama barangnya langsung dikirim recommended banget buat yang harus belanja tapi males keluar rumah,1
247,palace palace,1,ketemu iklan di facebook yang harga barangnya ngiler setelah di instal mahal semua,0
248,Aku Anita,5,seneng bgt pake aplikasi astro berguna banget buat aku yg suka belanja online tapi yg sat set nyampe pengiriman cepat dalam hitungan menit udah gitu pelayanannya juga cepet barang yg dikirim juga dalam kondisi baik dan fresh semua lovee buat astro,1
249,Fitri R,5,selama pake ini aplikasinya bener membantu aku mempermudah pembelanjaan kebutuhan makanan dan minuman yang paling favorite dari aplikasi ini bisa dilihat dari pelayanannya apalagi pengiriman belanjaan hanya menit mantapp,1
250,Estren serly_rhma,5,solusi ketika tengah malem gaada makanan pasti selalu pesen lewat astro jam dan pasti bakal dilayanin dengan kurir nya yg ramah dan komunikatif banget untuk barang nya top quality dan segar semuanya mantap,1
251,Atika Fitriya Putri,5,mempermudah aku yang suka mager bisa belanja makanan dan minuman sepuasnya cuma minusnya tuh kadang aplikasinya logout sndri tp gpp lah yaa aku berharap next semoga bisa d upgrade lagi aplikasinya,1
252,Saling_Berbagi,5,sangat mantap aplikasi lain lewat coy soal kebutuhan numero uno soal pelayanan tak banyak bicara tp hasil gercep nb jgn hanya awal y bagusnya namun harus tetap seterusnya klo bisa dimaksimalkan semangat untuk tim astro indonesia,1
253,Atita Kukuh,5,aplikasi yg bener membantu pengiriman cepat dan banyak pilihan barang disini cs nya fast respon dan ramah ada gratis ongkir juga wah keren pokoknya,1
254,Kurnia Ramli,5,dengan aplikasi ini sangat mempermudah pembelanjaan kebutuhan makanan dan minuman khususnya bagi mereka yang punya mobilitas tinggi seperti aku sangat terbantu banget deh pokoknya thanks astro,1
255,primasty kusumawardhani,5,baru kali ini nemu aplikasi yg lengkap murah dan sat set bgt pengiriman belanjaan dalam hitungan menit jadi memudahkan kita untuk belanja dari rumah aja harga produknya lumayan kompetitif mantap bgt pokoknya suka deh ada aplikasi yg seperti ini,1
256,Ester Sumolang,5,suka banget dengan app ini pelayanannya cepat proses pengiriman cepat pembayarannya juga mudah fitur fiturnya mudah dipahami pas datang kondisi barangnya baik,1
257,Izdihar Nibras,5,pengiriman nya cepat cuma menit ga smpe menit barang nya lengkap semua ada disini semua harganya juga terjangkau dan juga pelayanannya sih no ramah bgt cepat jg dilayani nya,1
258,Kuy Kuykuy,5,aplikasi ini membantu bgtt sih pengiriman nya cepet poll cuma menit udah gitu pilihan produknya banyak dan lengkapp harganya terjangkau seneng banget belanja jd lebih cepat dan mudahh,1
259,Aulia Adin Ramadhani,5,fitur yang ditunjukkan mudah dipahami dan aplikasinya lancar apalagi pelayanan yang disajikannya cepat cocok untuk yang mau barangnya sampai dengan cepat dan aman,1
260,Tesya Febriani,5,sekarang gak pusing lagi nungguin belanjaan kapan datengnya belanja pake astro pelayanannya cepat banget pengirimannya cuma menit pilihan produknya banyak dan lengkap masalah harga di astro lebih miring sukses terus astro,1
261,Mergan Raya,5,proses pengiriman cepat bangett jadi enak kalau ada keperluan mendadak bisa langsung pesen ga perlu ribet nggak perlu bingung yang paling bagus kondisi barang baik dan segar semua,1
262,Via Febianti,5,super recommended banget buat yg mau coba belanja kebutuhan dari rumah pelayanannya jam bisa bayar dengan transfer e wallet dan pengirimannya sangat cepat harus coba belanja disini deh,1
263,Agung Meisandi,5,terimakasih kasih berkat pakek astro aku anak kos sangat terbantu sekali gaperlu repot keluar rumah tanya pasar dimana atau beli alat keperluan kantor dimana tersedia sudah di astro ini pilihan produknya banyak dan lengkap dan banyak potongan harga juga kalau belanja banyak bis gratis ongkir,1
264,yudi indra,5,ini aplikasi top banget deh banyak pilihan produknya n lengkap banget udah gitu harganya bersaing banyak diskonnya proses pengirimannya super cepat cuma hitungan beberapa menit rekommended deh pokoknya,1
265,Vivi,5,setelah mencoba menggunakan aplikasi ini ternyata aplikasi nya mudah bgt digunakan untuk pilihan produk juga banyak dan bervariasi dari segi harga produk terus kemudahan metode pembayaran serta pelayanan juga sudah bagus pengiriman juga super cepat dan packingnya juga termasuk aman karena barang datang juga masih dalam kondisi bagus,1
266,Ratih Wa,5,aplikasinya bagus sangat membantu sekali bagi aku yng anak kost apalagi anak kost yang mager buat keluar beli belanjaan kebutuhan pasti butuh banget aplikasi ini pilihan produk banyak dan lengkap banget sekali nyoba fitur nya ga ribet dan ga susah buat pemula gak nyesel install aplikasi astro,1
267,Ferra Rizky,5,penggunaan aplikasi sangat mudah menu tampilan tersusun rapi jadi nggak bingung kalau pertama belanja online selain itu banyak pilihan produknya dan super lengkap dari kebutuhan pokok elektronik makanan minuman kecantikan dan masih banyak lagi sekarang belanja semua kebutuhan sehari jadi lewat astro pengirimannya jangan ditanya x extra cepatt,1
268,Uswatun Hasanah,5,aplikasi yang super duper rekomendes buat kamu yang lagi cari kebutuhan pokok rumah tangga nihh pelayanan nya itu lohh cepet banget cara belanjanya juga gampang karna fitur nya mudah dipahami belanja kebutuhan super cepet deh pokoknya terakhir yang paling penting nihh disini banyak banget diskonnya,1
269,04_Almaziidah R.A,5,sangat recommended wajib download pengiriman super cepat dalam hitungan menit pilihannya produknya juga banyak anti ribet tinggal kli klik mantap,1
270,Noor Aina,5,dulu kalo belanja groceries suka nunggu lama tapi semenjak pake astro rasanya beda banget pelayanannya bener memuaskan apalagi dalam hal pengirimannya yg didukung kurir yang super cepat anter barangnya,1
271,tulippia 22,5,pengiriman secepat kilat bahkan cuma dalam hitungan menit barang langsung dikirim selain itu proses pembayaran ga ribet sama sekali dan banyak pilihan kategori kebutuhan yang sangat lengkap,1
272,Wemona Teresa Azalia,5,astro adalah solusi buat gue yang gak punya banyak waktu buat belanja semua bisa diakses di aplikasinya dan yang gak kalah penting harganya gak bikin kantong jebol belanja jadi praktis dan terjangkau,1
273,Novingka Djafar,5,puas sekali belanja di astro pilihan nya banyak sampai makanan kucing ad juga lengkap membantu sekali buat saya yang mager untuk keluar ini btw pengirimannya hitungan detik aja,1
274,Milkaッ,5,registrasi nya mudah aplikasi nya gampang di gunakan untuk keperluan belanja bahan makanan atau apapun semua lengkap disini harga bersaing untuk pengiriman cepat banyak produk pilihan yang sesuai dengan kebutuhan,1
275,Bramathias Luis Grandy,5,aslinya saya berfikir apa benar prosesnya cepat dan setelah saya menggunakannya ternyata benar saja pengiriman cepat banget menit saja dan barang aman harganya terjangkau beneran saya jadi ketagihan belanja disini barangnya lengkap banget terimakasih astro sering kasih promo ya,1
276,Hendriyana,5,abis coba pakai aplikasi ini untuk belanja eh ternyata bagus bangett dan kirimnya cepet buanget pembayaran nya juga banyak pilihannya banyak jadi seru sih belanja disini karna ga harus keluar rumah lagi,1
277,Park Inha,5,aplikasi belanja online terkeren sejauh ini valid no debat gimana engga keren produknya lengkap harganya juga pas di kantong dan udah gitu pelayanan sampe pembayarannya bagus dan memuaskan banget,1
278,Alya Amelia,5,sangat mempermudah pembelanjaan kebutuhan makanan dan minuman super lengkap banget apalagi pengirimannya yang cepat dalam hitungan detik aja intinya aplikasi membantu banget,1
279,Aprillia Lestari,5,pengiriman belanjanya hanya menit seneng banget dengan adanya aplikasi ini dari awal register sudah membantu sekali belanja enggak perlu nunggu lama datangnya banyak promo juga bertanggungjawab kualitas barang terjamin dan belanja dijam berapapun selalu ready dan responnya bagus pokoknya sangat membantu dalam kondisi mendesak jika ada sesuatu yang ingin dibeli,1
280,Andrean Syah,5,belanja di astro super cepat barang dikirimnya tak perlu pakai keluar rumah muter cari di rak minimarket lengkap juga pilihannya mulai dri snack biskuit vitamin makanan minuman sayur an pembayran di astro juga cukup mudah di lakukan dan cepat,1
281,nathania,5,aku tipe yang suka banget belanja apa di online karena lebih praktis dan menghemat waktu juga dan belanja lewat astro ini merupakan alternatif yg bagus disini pilihan produk nya banyak dan lengkap banget udah gitu pengiriman juga cepet ±cuma menit aja overall selama aku belanja disini sangat puas dengan pelayanannya jadi kalau kalian termasuk org yg mager buat keluar belanja atau beli makan bisa jadi kamu harus cobain apk astro ini dijamin ga akan kecewa,1
282,Haris Rismawan,5,saya pernah coba pesan melalui astro paket masak yang sapo tahu alhamdulillah murah dan banyak isi sayurnya pengiriman cepat packing oke cepat juga sampainya sesuai dengan keterangan menitnya saat kita pesan masak jadi lebih simple,1
283,Makhzumia,5,nemuin aplikasi yang memudahkan belanja gak perlu keluar rumah pengiriman cepat menit langsung sampe pelayanannya juga gercep dan gak lupa kesukaan kita harganya itu loh bisa bersaing dengan yg lain produknya juga bervariasi dan lengkap,1
284,Trecy Angelica,5,suka banget pake aplikasi ini yang paling bikin jatuh cinta tuh mempermudah pembelanjaan makanan dan minuman buat kaum mageran kayak aku di astro juga pelayanannya cepat proses pengiriman cepat dan proses pembayarannya mudah thank you astro,1
285,Maria Clarita Puspitasari,5,beberapa kali belanja online lewat astro selalu lancar udah gitu suka dpt promo potongan harga yg lumayan banget yang paling aku suka dari astro tuh pengiriman nya super cepat cuma menit keren kan terbaik pokoknya gabakal bosen deh belanja online di astro kategori kebutuhan belanja pun sangat lengkap di sini thanks astro,1
286,DwiRinaWati_S Kom S Pd Sum_Sel,5,ini aplikasi keren habis dimana kategori kebutuhan belanja sangat lengkap proses pembayaran mudah harga sesuai dompet alias murah pengirimannya pun cepat pokoknya engak diragukan lagi,1
287,cahyani ayu sulistyawati,5,wow dapet diskon untuk pengguna baru pengiriman belanja hanya menit super cepat sih kategori kebutuhannya pun cukup lengkap untuk pembayaran terbilang mudah,1
288,Muthoharoh Nur Alina,5,pelayanannya sangat cepat begitupun pengiriman belanjaan hanya menit harga produk lumayan kompetitif aplikasi ini juga dapat mempermudah pembelanjaan kebutuhan makanan dan minuman serta kategori kebutuhan belanja sangat lengkap sangat rekomended,1
289,Kirani Shandra,5,applikasi yang sangat membantu untuk memenuhi kebutuhan sehari hari jadi saya belanja gaperlu keluar rumah lagi cukup belanja pakai applikasi astro ini pengiriman belanjaan hanya menit juga pilihan produknya banyak dan lengkap banget pokonya sangat membantu dan mudah untuk di gunakan proses pembayaran mudah jadi tidak bikin ribet,1
290,Syahrul Irawan,5,gilee pertama kali belanja pakai aplikasi ini saya sangat shock dengan proses pengirimannya yang cepat sekali gimana gak shock baru beberapa menit pesan belanjaan saya sudah sampai di tangan pokoknya mantap banget dah ni aplikasi,1
291,Pamrihati I,5,rekomend banget ni aplikasi astro pilihan produk banyak dan lengkap harga produk lumayan murah proses cepat dan pembayaran pun mudah jadi gak susah lagi mau keluar rumah selagi ada aplikasi astro ini mempermudah pembelanjaan kebutuhan tiap bulannya,1
292,aristy novia Putri,5,aku tiap habis kebutuhan bulanan di rumah selalu pilih buat belanjanya pakai aplikasi astro aja keren banget loh pengiriman menit super cepat barang yang aku terima juga kondisinya baik semua suka banget deh pkoknya sama astro,1
293,Alfina Rahmawati,5,dengan adanya aplikasi ini bisa memudahkan bagi aku yang orangnya lumayan sibuk di aplikasi ini aku bisa bebas belanja segala jenis kebutuhan makan minum dan lainnya di mana saja dan kapan saja pengiriman yang digunakan juga cepet banget toko yang responsif dan produk yang berkualitas buat aku selalu puas belanja di sini,1
294,Y. Angel Eliezer Wijaya,5,aplikasi ini keren dan bermanfaat sekali •̀ᴗ di sini belanja bakal jadi jauh lebih mudah pengiriman belanjaan hanya menit wuahh cepat kan ≧≦ kualitas kondisi barang baik semua yuk instal aplikasi ini dan dapatkan manfaat lainnya ≧≦,1
295,renatha yullyvia irani,5,baru pertama kali order di astro langsung suka karena dapet diskon pengguna baru dan gratis ongkir semua barang yg kucari juga ada disini harga juga murmer proses pembayaran nya mudah dan cepat tidak ribet pengiriman barang juga tergolong cepat jadi bisa pesan bahan dengan kondisi fresh sih kalo gini bakal pakai astro terus,1
296,SEPTIANA MIKI,5,masuk salah satu aplikasi belanja yang paling bagus banyak pilihan dan super lengkap banget produknya pengiriman juga cepet dan yang paling penting pelayanannya cepet bagus banget aslii parah yg belum coba aplikasi astro saran aku mending coba sekarang sih,1
297,jelita purba,5,aplikasi astro merupakan aplikasi kategori kebutuhan sangat lengkap harga produk lumayan kompetitif pengirimannya menit super cepat pilihan produk banyak dan lengkap banget dan pelayanan cepat buruan download deh,1
298,Joya,5,kemarin coba pertama kali belanja pake astro ini dan ga expect bakal cpt banget sampenyaa pengiriman menit super cepet banget dehh pokoknya ini cocok banget sih kalo lagi males keluar terus butuh barang cepet bisa banget pake ini anti ribet dan anti lama,1
299,Indah Yogiq,5,harga yang ditawarkan astro sangat masuk akal tanpa promo dan diskon pun harganya sebelas duabelas dengan harga swalayan kalau pakai promo bahkan harga sayur bisa setara dengan pasar tradisional promonya astro nggak banyak syarat apalagi untuk pengguna baru ada promo gratis ongkir dan diskon harga barang jumlahnya juga lumayan,1
300,Viara Tia,5,galau pengen bgt belanja cepet pas lagi butuh iseng buka playstore liat apk astro langsung download donk kaget pas lihat ternyata pilihan produk banyak dan lengkap banget loh langsung jatuh cinta apalagi proses pengiriman cepet langsung satset eh barangnya dateng kondisi barangnya oke banget gamau lagi deh pindah apk,1
301,Diva Mafaza,5,seneng banget pake aplikasi astro buat belanja kebutuhan sehari hari secara online kategori kebutuhan belanja sangat lengkap jadi mau beli apapun pasti ada di astro selain itu pengirimannya cepet banget menit sampe jadinya ga perlu nunggu lama jadinya ga badmood nunggu belanja jadi praktis dan barang dijamin ok bener puas banget terimakasih astro,1
302,Samsung Samsungku77,5,nyesel kenapa ga dari dulu pakai apk belanja kebutuhan online gini udah hemat waktu hemat bensin apalagi kalau belanja minimal ribu dapat freeong pilihan produknya pun banyak dan lengkap bgt bagi saya pas deh paket datang juga cepet,1
303,Davina Dina,5,aplikasi sangat memuaskan pengiriman sangat cepat tidak smpai menit kurir ramah semoga tetap mempertahankan kecepatan pengiriman yaa dan selalu meningkatkan pelayanan,1
304,admin b33,5,aplikasi yg ngebantu banget buat orang kantoran super sibuk kayak aku yg harus belanja harian pesan disini tuh cepet bgt menitan udah sampai meskipun cepet barang yang dateng semuanya dalam keadaan baik dan aman pokoknya puas sama pelayanannya keren,1
305,Zeus Zel,5,ketemu lagi sama aplikasi yang mempermudah pekerjaan aku buat beli makanan sama minuman buat kebutuhan bulanan atau mingguan pengiriman ok banget ga lama cuma sekitar menit udah sampe ini yang tercepat sih karna ga makan banyak waktu selama pengiriman dan yang penting kondisi barang juga tentunya baik semua luv banget,1
306,Devi Rosmayanti,3,tertulis menit sampai terlambat jam masih bisa dimaklumi tapi apabila sudah melakukan pembayaran dari siang tak kunjung juga diproses sampai malam itu sih nama nya lalai mohon maaf mungkin tidak semua hub seperti ini pelayanannya ini khusus untuk hub kosambi sepertinya bagian warehouse nya terlalu santai dalam menangani pesanan tolong diperbaiki untuk pelayanan nya karena justru yg membuat beda astro dengan online shop yg lain adalah di kecepatan pengiriman nya itu,0
307,Elianna Surbakti2,5,terimakasih astro dan tim senang bgt belanja skrg jadi cepat ga pake ribet mempermudah pembelanjaan kebutuhan makanan dan minuman selain itu proses pembayaran mudah juga,1
308,lusi eka sari,5,di aplikasi astro proses pembayarannya mudah terus proses pengiriman cepat pelayanan cepat juga di aplikasi ini waktu barangnya sampai ditujuan juga kondisi barang baik semua kalau masalah harga harganya terjangkau sekali,1
309,Euis Citra,5,saya puas belanja melalui astro selain pilihan produk yang banyak dan lengkap belanja di astro pengirimannya cepat hanya menit sampai depan rumah cocok banget buat kaum rebahan yang pengen bebelian tapi gamau panas an karna sejak mengenal astro memudahkan kaum rebahan seperti diriku belanja kebutuhan makanan dan minuman tinggal buka aplikasi scroll sesuai yang mau dibeli bayar bdw proses pembayarannya mudah loh tunggu menit langsung sampai depan rumah terimakasih astr,1
310,Nabila Cinta,5,seneng banget astro layanannya sampai jam keren banget soalnya kadang butuh suatu barang tengah malam tapi ga berani keluar udh gitu proses pengiriman cepat ga perlu nunggu lama kondisi barang baik semua top banget dehh,1
311,ima wardanik,5,beruntung banget download apk ini soalnya semua kategori kebutuhan belanja yang ada diaplikasi ini lengkap banget jadi mau cari barang apapun semuanya ada disini dan pastinya belanja jadi lebih mudah,1
312,Boy Takasoni,5,grocery shop lebih mudah secara online pake astro ini proses pengiriman cepat pengiriman belanjaan hanya menit astro juga bisa jam jd gausah repot keluar rumah kalo ada perlu kebutuhan mendadak,1
313,Annisa,5,suka banget belanja di astro pengirimannya cepet banget menitan udah nyampe pilihan produknya juga sangat lengkap pembayaran mudah pokoknya recommended banget deh belanja di astro cocok buat kaum mageran kaya aku,1
314,Fanda Tya,5,mantap pengiriman cepat pilihan produk banyak dan lengkap harga lumayan bersaing banyak diskon pula pembayaran juga mudah banyak akses nya top,1
315,Siom Pur,5,helpful banget app astro ini memudahkan buat aku yang mageran ini aplikasinya juga mudah diakses pilihan produk banyak dan lengkap banget pelayanan dan pengiriman juga cepat superr dehh,1
316,hardi feb,5,akhirnya nemu aplikasi yg bikin belanja gak ribet pengirimannya cepet cuma menitan udah nyampek pas udah sampek kondisi barang yang dikirim juga aman dan baik gak ada yg rusak bayarnya juga flexibel bisa pilih pakai emoney transfer dll lengkap deh rekomen bgt buat yg mager kayak aku,1
317,Sonoci,5,pilihan produk banyak dan lengkap banget lengkap sama deskripsi cara penyajiannya jdi mudah klo cari bumbu yg cocok buat masakan aku ditambah astro bisa diantar lebih pagi gk panik lagi klo masak pagi kurang bumbu bisa pesen di astro langsung diantar,1
318,Aufa Rahmah Fauzan,5,apk ya bagus bangeett pilihan produknya lengkap dan banyak bangett harga produk juga lumayan kompetitif sama yg lain pengirimannya cuma butuh waktu menit ajaa dan super cepat dan proses pembayarannya mudah bangett suka bangett sama apk ini,1
319,Eben Manurung,5,astro benar keren abis lah apalagi dimasa pandemi ini sesuatu yang dikerjakan cepat dan tepat ada disini pengirimannya yang sangat membantu cuma menit aja tambahan produk yang super lengkap dan harga terjangkau benar sangat pas dan membantu makasih astro,1
320,018_ Ackil Maulana Marwan,5,kirain belanja hitungan menit tuh cuma selogan doang akhirya penasaran dan download nih aplikasi ternyata benar dong pengiriman menit super cepat ga cuma itu pilihan produk banyak dan lengkap banget dan yang paling penting harga produk lumayan kompetitif ini pastinya cocok banget buat gua dan kalian semua yang emang cari aplikasi yang cepat tapi dengan kualitas pelayanan dan barang yang bagus,1
321,Lonely,5,saya baru make astro tapi langsung syuka ya karena kecepatan pengirimannya emang benar sih pengiriman belanjaan cuma menit aja banyak pilihan produk dan lengkap pula duh jadi makin suka astro,1
322,Seftia Risyani,5,kaget banget tiba kurir udah di depan pintu rumah tok aja sat set banget pengiriman menit super cepat pokoknya harga produk juga lumayan kompetitif tapi astro lebih banyak plusnya buat emak rempong ini apk memudahkan banget belanja dari hape tanpa ribet tinggal tap cekout menit kemudian barangnya sampe keren bukan kuy install register mak nunggu apalagi,1
323,purnama suta,5,seneng banget belanja disini pengirimannya cepat cuma mnt udah pilihannya banyak lengkap harga juga terjangkau lho bisa utk yang mau mulai berbisnis online selain itu pelayanannya juga gampang proses tidak ribet dijamin nyaman shopingnya kalian,1
324,Listiani,5,suka banget deh sama pengiriman belanjaan di astro cepet banget gaperlu nunggu lama produknya juga banyak pilihannya mempermudah konsumen buat milih pokoknya harus coba sih belanja groceries di astro,1
325,Fahry Elsanjury,5,woww orderan yang kedua kalinya dan aku tetep heran karena sampainya cepat sekali dan again setelah sampai kondisi barang yg ku beli aman packingnya rapih dan oke bgt jadi dibawa kurirnya enak good job astro mempermudah pengguna dan kurir bintang dlu,1
326,Asep Ganteng,5,suka banget deh belanja di aplikasi astro sebab produknya banyak dan lengkap semua yg pasti ada di sini mau belanja makanan dan minuman semua jenis ada disini jadinya aku senang belanja disinj good kembangkan terus,1
327,KreditoKode { ZDMDX } pstiAcc,5,bagus banget aplikasinya cari ini cari itu ada harganya juga bersaing untuk pembayaran bisa melalui transfer atm dompet digital hanya belum mendukung fitur cod saja pengirimannya cepat langsung dikirim ke rumah kita atau sesuai dengan alamat yg kita masukan untuk pengiriman aplikasinya juga mudah digunakan dan gak bikin bingung,1
328,Muhammad rifki Arianto,5,astro aplikasinya bagus banget pengiriman barang nya cepet banget cuma menit saya akan merekomendasikan aplikasi astro ke temen saya di apk astro juga harga nya murah dan kompetitif produknya banyak dan lengkap astro memang beda dari aplikasi yang lain pokoknya mantul dehh,1
329,nunianrl,5,pertama kali pake apps dan lgsg kasi bintang karena emg sepuas itu gue thanks for understanding ur cust very well barang lumayan lengkap fitur oke dan fast bgt ui ux nya juga gampang ga ribet pro nya termia kasih fitur chat driver auto dibawa ke whatsapp jd cepet consnya masih banyak emg yg perlu diperhatiin status pemesanan selesai diapps tp barang blm sampe gabisa di confirm dgn gadanya tombol confirm pesanan gabisa lacak abangnya dimana dan fitur wa mlh abangnya chat mulu,1
330,Billa Sofia,5,trusted biarpun pakai diskon pas belanja barang yg dikirim kualitasnya bagus tanggal exp masih lama banget barang baru keluar dari pabrik bukan barang yg mendekati exp kayak aplikasi sebelah yg pasang harga murah taunya reject dan mendekati exp tapi kalau di astro harga mirip sama di agen dan barangnya pun gak bikin kecewa dan kapok terbaik,1
331,Diana Septiani,5,hallo saya baru menginstal apk astro ini menurut saya apk ini bagus apk ini telah mengelompokkan jenis produk nya jadi lebih memudahkan kita mencari kebutuhan yang kita inginkan dan harga produk lumayan kompetitif,1
332,Ana Luthfa,5,aplikasinya bagus barangnya lengkap tp saya kaget tiba dpt chat dr gosend karena ga kerasa pesen gosend jadi reflek bilang saya salah order trs pas klik btn chat yg kebuka wa lebih baik fitur chat ada di sisi apps astronya jangan buka apps lain challenge yaa semoga kedepannya semakin baik,1
333,R E N S GAMING,5,selalu nungguin promo mingguan di astro potongannya gila si bkin hemat dikantong lebih pilih belanja di sini karena simple barang belanjaan dikirimny cepat dan sampai dengan aman proses pembayarannya juga mudah sekali klik selesai,1
334,Anto Irawan,5,pengantaran barangnya cepat ga sampai menit sudah dapat wa dari driver kalau sudah ada di depan rumah pilihan kebutuhan belanja juga lengkap bagus saya suka belanja jadi lebih mudah tq,1
335,Zahrani Salsabila,5,aplikasi dengan fitur yg bermanfaat banget jadi bisa mempermudah kita untuk belanja kebutuhan makanan dan minuman untuk produknya juga banyak dan lengkap banget terus proses pengirimannya juga cepet bangett ga pake lamaa,1
336,Putri Syahrani,5,aplikasi sangat mempermudah pembelanjaan kebutuhan makanan dan minuman lengkap banget dari jajanan sampe bahan untuk masak engga perlu dateng ke tempat tinggal lewat aplikasi pilih barang yang mau dipesan recommended banget,1
337,Nurhikmah Febriani,5,dikarenakan aku kurang suka keramaian jadi aku nyaman dan cocok pakai apk belanja spt ini salah satu andalan aku ya astro ini karena proses pengiriman cepat butuh hanya menit dan pelayanannya bagus apalagi harganya jauh lebih murah disini dripda di apk lain banyak promo diskon di tanggal tua juga pengertian bgt,1
338,Di Jual,5,harga produk lumayan kompetitif di aplikasi astro ini banyak yang berpromo juga jadi lebih hemat kalau belanja di aplikasi astro pengirimannya cepat juga langsung sampai rumah dalam waktu singkat terima kasih astro,1
339,FERIANTO,5,mantap pilihan produk banyak dan lengkap jadi bisa milih sepuas nya gak cuma itu harga nya juga kompetitif jadi kita bisa lebih tau saat milih barang nya di tambah lagi pengiriman menit super cepat sekali deh pokoknya mantap sukses untuk astro,1
340,Budi Darma,5,di astro pengiriman belanjaan di jamin sampai cuma menit ini termasuk super cepat sih dibanding aplikasi belanja lain kita juga bisa berbelanja sesuai kategori karena kategori kebutuhan belanja di astro sangat lengkap dan produknya banyak jadi yuk belanja di astro,1
341,Amron Saidi,5,di aplikasi astro pilihan produk banyak dan lengkap banget ya mau apa aja ada dan murah banget pastinya harga produk lumayan kompetitif pokoknya lebih murahlah dari aplikasi belanja lainnya saya sih puas belanja di astro,1
342,Lala Lele,5,berguna banget aplikasinya buat aku yg suka masak pengirimannya sama pelayanannya cepet ga nunggu waktu lama udah gitu pilihan produknya banyak harganya juga oke ditambah banyak promo,1
343,Indir Firdana,5,puas banget belanja di astro pilihan barangnnya banyak dan harga produknya sangat kompetitif pengiriman belanjaan cepet baget cuma menit barang udah sampe pokoknya ga pernah nyesel belanja di astro,1
344,Uzwah Zahra,5,baru nyoba belanja pake aplikasi ini ternyata oke banget karna pengiriman belanjaan hanya menit dan juga pilihan produk banyak dan lengkap banget bakalan sering nih belanja di sini makasih astro,1
